AvR,MiR,MiP,AvN,MaRP,AvBA,Sys1inv1,BB,BC,TT,RTUAvS1,Istd,class
14.15999985,13.44999981,2461,220,299,3.680000067,38,166,166,27,3050,0.924416244,EF
3.480000019,3.349999905,0,310,0,1,34,165,166,23,3050,1.501514435,NEF
14.07999992,13.51000023,2508,-190,280,1.110000014,30,165,166,25,3050,1.91168654,EF
14.18000031,13.39000034,2424,-55,283,8.130000114,28,166,167,26,3050,1.618079662,NEF
9.06000042,7.869999886,322,-251,36,1,29,165,166,28,3050,1.788854361,NEF
14.18999958,13.64999962,2997,-210,309,13.43999958,37,166,166,27,3050,0.82019949,NEF
14.17000008,13.39999962,2977,247,221,15.31999969,42,165,165,27,3050,1.167748332,EF
9.350000381,1.25,0,-114,197,25.05999947,31,166,166,28,3050,1.967924595,NEF
1.559999943,1.440000057,0,290,0,60.02999878,21,166,166,10,3050,1.361816883,NEF
8.020000458,7.78000021,320,-45,49,1,25,166,167,23,3050,2.561959267,NEF
14.39000034,13.09000015,1796,357,0,1,29,165,166,25,2501,1.183215976,NEF
12.35000038,10.26000023,912,-130,198,1,31,166,166,28,3050,1.640398979,NEF
14.18000031,13.68999958,2992,187,203,12.39999962,35,165,166,29,3050,1.578261375,EF
6.510000229,6.230000019,71,235,38,1,28,166,166,25,3050,3.280798197,NEF
1.860000014,1.74000001,0,300,0,60.02000046,22,166,166,11,3050,1.414213538,NEF
11.52000046,9.56000042,683,-113,223,1,23,166,167,23,3050,1.213559866,NEF
8.470000267,7.460000038,252,-31,56,1,32,165,166,32,3050,1.732050776,NEF
9.039999962,1.330000043,0,-262,1001,27.62999916,31,165,166,29,3050,2.385562658,EF
10.88000011,10.59000015,904,278,4,1,31,165,166,29,3050,1.439697027,NEF
12.60000038,11.03999996,1002,263,2,1,33,165,166,32,3050,1.361817002,NEF
4.599999905,4.150000095,0,339,17,1,34,165,166,25,3050,1.414213538,NEF
14.18999958,13.88000011,2902,150,198,4.170000076,33,165,166,32,3050,1.963299513,EF
9.640000343,1.080000043,0,317,1064,29.5,37,165,166,23,3050,0.82019949,EF
11.01000023,1.269999981,0,-475,204,19.25,35,166,166,33,2963,1.887759566,NEF
7.019999981,6.699999809,137,-183,40,1,19,164,165,17,3050,3.503245115,NEF
6.170000076,5.849999905,36,-190,97,1,31,165,165,23,3050,1.940009356,NEF
2.220000029,1.679999948,0,316,0,60.04000092,29,166,166,16,3050,1.721521616,NEF
1.399999976,0,0,-49,110,66.75,23,166,167,17,3050,1.300349593,NEF
9.989999771,9.720000267,0,-76,0,17.52000046,20,166,167,12,3050,1.375103235,NEF
1.629999995,1.370000005,0,307,0,60.04999924,34,165,166,18,3050,2.018099785,NEF
0,0,0,593,0,91.97000122,-14,166,167,12,3050,0,NEF
8.050000191,7.380000114,249,161,50,1,14,166,167,13,3050,2.101947069,NEF
9.329999924,1.289999962,0,-539,1012,33,35,165,166,28,3050,1.990888238,EF
10.76000023,9.079999924,566,-410,99,1.00999999,31,166,166,29,3050,1.348399758,NEF
8.18999958,7.409999847,249,-372,54,1,25,166,166,24,3050,3.048099279,NEF
14.18000031,13.31000042,2740,322,200,8.529999733,37,165,166,31,3050,1.848832607,NEF
1.75999999,1.600000024,0,300,0,60.02000046,22,166,166,11,3050,1.601135969,NEF
6.690000057,1.059999943,0,-509,1016,41.86000061,34,165,166,28,3050,1.858640671,EF
5.53000021,0,0,-378,960,45.58000183,38,165,166,32,3050,1.167748451,NEF
9.140000343,1.070000052,0,-506,950,30.78000069,35,165,166,29,3050,2.022599459,EF
9.529999733,1.350000024,0,-214,1001,26.94000053,32,165,166,28,3050,1.834021807,EF
8.569999695,1.149999976,0,-41,1014,25.45999908,22,166,167,18,3050,1.601135969,NEF
14.18999958,13.52000046,2988,196,217,12.65999985,40,165,165,27,3050,0.904533982,EF
9.840000153,8.56000042,463,-384,61,1,30,166,166,29,3050,0.943879783,NEF
13.98999977,6.190000057,0,264,220,5.320000172,41,165,165,25,3050,1.136181831,EF
14.09000015,13.28999996,2322,-391,204,1.5,33,165,166,31,3050,1.300349593,NEF
9.729999542,8.829999924,494,221,90,1,21,166,167,20,3050,1.128152132,NEF
12.71000004,6.679999828,38,-52,1084,1.370000005,21,166,167,18,3050,1.601135969,NEF
13.47999954,11.5,1191,-68,227,1,24,166,167,24,3050,1.445997596,NEF
10.67000008,9.359999657,646,22,124,1,20,166,167,19,3050,0.603022635,NEF
14.17000008,13.47000027,2477,226,290,4.960000038,34,166,166,33,3050,1.916436076,NEF
9.529999733,8.81000042,519,627,81,1,27,166,166,24,3050,1.361816883,NEF
11.28999996,9.720000267,696,371,8,1,28,166,166,27,2501,1.190874338,NEF
11.10999966,8.520000458,441,-369,90,1.00999999,29,166,166,28,3050,0.786245406,NEF
1.690000057,1.519999981,0,300,0,60.02000046,24,165,166,12,3050,1.401298165,NEF
9.460000038,1.480000019,0,-163,1002,33.06999969,35,165,166,31,3050,1.56669879,EF
9.489999771,1.25,0,258,1005,27.71999931,37,165,166,31,3050,2.211539984,NEF
7.239999771,0.899999976,0,11,1036,30.70000076,23,166,167,18,3050,1.439697027,NEF
5.739999771,0.99000001,0,-146,1013,37.66999817,25,166,167,20,3050,1.513574958,NEF
2.109999895,1.350000024,0,316,0,60.04999924,30,165,166,16,3050,1.916436076,NEF
14.18000031,13.31000042,2740,322,200,8.529999733,37,165,166,31,3050,1.848832607,EF
14.13000011,13.40999985,2440,225,288,4.070000172,31,165,166,29,3050,1.86352551,NEF
7.579999924,7.119999886,205,448,49,1,18,166,167,17,3050,3.009077311,NEF
5.820000172,5.590000153,18,53,46,1,25,166,166,15,3050,1.328019857,NEF
14.18000031,13.40999985,2985,331,220,13.27000046,38,165,166,27,3050,1.167748451,NEF
9.149999619,1.299999952,0,322,1017,33.56000137,38,165,166,24,3050,0.809039891,EF
9.039999962,1.299999952,0,-861,986,28.32999992,30,165,166,23,3050,1.858640671,EF
5.53000021,0.949999988,0,-139,226,39.84999847,24,166,167,20,3050,1.640398979,NEF
1.929999948,1.450000048,0,300,0,60.02000046,27,165,166,14,3050,1.433368564,NEF
8.470000267,6.96999979,176,-375,51,1,33,165,166,32,3050,1.264911056,NEF
8.970000267,7.28000021,226,-96,37,1,26,165,166,25,2501,2.022599459,NEF
9.779999733,8.659999847,482,-78,61,1,28,165,166,27,3050,1.868397355,NEF
5.900000095,5.760000229,30,288,48,1,26,165,165,24,3050,3.009077549,NEF
13.64999962,11.93000031,1631,-214,287,1,32,166,166,29,3050,1.640399098,EF
6.050000191,5.670000076,26,-172,56,1,25,165,165,20,3050,2.891994953,NEF
9.090000153,1.200000048,0,-369,1005,26.72999954,37,165,166,34,3050,0.934198678,EF
1.940000057,1.779999971,0,300,0,60.02000046,26,165,166,13,3050,1.348399758,NEF
13.77999973,12,1663,265,214,1.370000005,39,165,166,25,3050,1.009049892,EF
5.460000038,1.460000038,0,11,1039,35.02000046,23,166,167,17,3050,1.91168654,NEF
0,0,0,-69,0,91.98999786,23,166,167,13,2501,1.078719854,NEF
11.71000004,9.989999771,781,-53,155,1,21,166,167,21,3050,1.300349593,NEF
8.069999695,7.050000191,57,-7,46,1,19,165,166,18,3050,2.533412933,NEF
14.51000023,13.48999977,2083,-69,298,2.079999924,33,165,166,31,3050,1.700267315,NEF
7.360000134,6.269999981,74,-8,31,1,27,165,166,26,2501,2.489979982,NEF
14.09000015,13.23999977,2288,349,211,3.690000057,38,165,166,25,3050,1.136181831,NEF
13.65999985,11.75,1241,190,7,1,34,165,166,32,3050,1.721521497,NEF
2.660000086,2.019999981,0,271,0,60.06999969,39,165,166,26,3050,2.114882231,NEF
2.039999962,1.720000029,0,316,0,60.02000046,28,165,166,15,3050,1.572490811,NEF
2.599999905,2.049999952,0,285,0,59.88000107,40,165,166,24,3050,2.73030138,NEF
12.78999996,11.64000034,1259,-66,170,1,21,166,167,21,3050,1.300349593,NEF
11.56999969,9.789999962,741,-417,276,1,29,165,166,25,3050,1.694912076,NEF
1.5,1.370000005,0,300,0,60.00999832,24,165,166,12,3050,1.470930457,NEF
1.620000005,1.350000024,0,300,0,60.02000046,22,166,166,11,3050,1.501514435,NEF
10.94999981,6.960000038,0,-154,279,1.419999957,24,166,166,21,3050,1.501514316,NEF
14.67000008,13.81000042,2947,-35,299,13.30000019,30,165,166,27,3050,1.513574958,NEF
2.670000076,2.130000114,0,285,0,59.93999863,39,165,166,25,3050,1.967924595,NEF
11.34000015,6.489999771,63,173,67,1.860000014,33,165,166,31,3050,1.120064855,NEF
9.699999809,1.370000005,0,189,1033,33.31000137,35,165,166,28,3050,1.578261375,EF
8.140000343,7.769999981,312,50,46,1,29,165,166,28,3050,2.73030138,NEF
10.44999981,9.699999809,710,-376,79,1,32,166,166,30,3050,1.035725594,NEF
14.06000042,13.14999962,2244,-39,298,1.370000005,29,166,166,26,3050,1.401298165,NEF
14.18999958,13.52000046,2926,-93,287,6.949999809,35,165,166,34,3050,1.97253871,NEF
10.59000015,8.220000267,0,-29,38,1.230000019,27,166,166,25,2501,1,NEF
9.989999771,9.800000191,0,-88,0,3.819999933,26,165,166,26,2501,0.981649816,NEF
11,10.46000004,1011,-432,121,1,28,166,167,24,3050,1.439696908,NEF
14.25,12.73999977,1630,-114,299,1.789999962,31,165,166,29,3050,1.814086199,NEF
9.140000343,1.070000052,0,-506,950,30.78000069,35,165,166,29,3050,2.022599459,NEF
1.75,1.679999948,0,290,0,60.02999878,21,166,166,10,3050,1.361816883,NEF
1.929999948,1.669999957,0,307,0,60.04999924,36,165,166,20,3050,2.327698708,NEF
9.81000042,1.460000038,0,600,955,40.24000168,37,165,166,27,3050,1.009049892,NEF
11.59000015,1.299999952,0,468,1020,14.14000034,34,165,166,32,3050,2.004540205,EF
9.979999542,9.550000191,0,-86,0,20.04999924,21,166,167,12,3050,1.16774857,NEF
14.18000031,13.46000004,2774,-879,298,9.630000114,34,165,166,28,3050,1.91168654,EF
12.89999962,1.720000029,0,468,1054,12.01000023,33,165,166,32,3050,1.834021807,EF
13.03999996,10.85000038,1179,18,423,1,26,166,167,19,3050,2.15743947,NEF
14.68999958,14.18000031,2209,-84,219,10.09000015,26,165,166,28,3050,1.814086199,NEF
5.460000038,5.21999979,8,-313,37,1,23,166,167,8,3050,1.286291361,NEF
1.480000019,1.210000038,0,304,0,60.02000046,27,165,166,14,3050,1.572490811,NEF
1.870000005,1.559999943,0,307,0,60.04999924,35,165,166,19,3050,2.327698708,NEF
14.17000008,13.10000038,2592,262,216,8.779999733,41,165,165,25,3050,1.136181831,NEF
1.820000052,1.620000005,0,300,0,60.02000046,23,165,166,12,3050,1.48935616,NEF
11.47000027,1.25,0,467,201,16.22999954,34,165,166,33,3050,2.284333944,NEF
1.610000014,1.49000001,0,300,0,60.02000046,22,166,166,11,3050,1.501514435,NEF
7.699999809,1.75999999,0,-79,0,30.90999985,20,166,166,12,3050,1.300349593,NEF
11.23999977,9.840000153,778,-58,177,1,24,166,167,22,3050,1.433368564,NEF
9.979999542,9.600000381,0,-82,0,19.53000069,21,166,166,12,3050,1.250454545,NEF
10.51000023,9.079999924,557,-375,79,1,32,166,166,31,3050,0.89442718,NEF
2.440000057,1.75999999,0,307,0,59.86999893,38,165,166,21,3050,2.547726154,NEF
12.26000023,10.26000023,811,-16,2,1,26,165,166,23,2501,0.774596691,NEF
12,1.409999967,0,215,291,13.97000027,39,165,166,34,3050,2.315952539,NEF
1.820000052,1.720000029,0,300,0,60.02000046,22,166,166,11,3050,1.414213538,NEF
5.800000191,5.690000057,25,-8,47,1,29,166,166,27,3050,3.40053463,NEF
13.28999996,11.75,1553,9,423,1,24,166,167,19,3050,1.618079662,NEF
8.859999657,7.199999809,104,-92,72,1,20,166,167,19,3050,2.022599459,NEF
14.18999958,13.60000038,2900,322,208,6.559999943,37,165,166,32,3050,1.793929219,EF
7.789999962,7.289999962,226,-338,43,1,28,165,166,26,3050,3.13049531,NEF
10.13000011,8.899999619,528,-473,68,1,32,165,166,32,3050,0.904533982,NEF
14.15999985,13.44999981,2461,220,299,3.680000067,38,166,166,27,3050,0.924416244,NEF
14.18000031,13.43000031,2982,-160,210,16.37000084,35,165,166,33,3050,1.618079662,EF
6.010000229,5.75,30,-53,42,1,20,166,166,13,3050,3.027149677,NEF
13.21000004,11.55000019,1509,-377,296,1,21,166,167,18,3050,1.103712678,NEF
14.14000034,12.96000004,2118,568,298,6.809999943,37,165,166,32,3050,2.165850639,EF
13.63000011,12.84000015,2046,111,198,1,32,165,166,32,3050,1.732050776,NEF
0.620000005,0,0,-371,47,68.75,28,165,166,24,3033,1.721521616,NEF
14.14000034,12.76000023,1927,315,211,11.10000038,37,165,166,24,3050,0.809039891,NEF
7.46999979,6.570000172,112,355,28,1,32,165,166,31,3050,2.676496983,NEF
8.430000305,7.769999981,313,125,44,1,31,166,166,28,3050,2.071450949,NEF
9.75,1.460000038,0,-185,1019,31.01000023,32,165,166,27,3050,1.578261375,EF
13.69999981,11.86999989,1262,346,8,1,35,165,166,33,3050,1.300349593,NEF
10.48999977,1.379999995,0,258,221,31.98999977,42,165,165,26,3050,1.035725474,EF
14.17000008,13.72999954,2742,149,200,1.779999971,32,166,166,32,3050,1.732050776,EF
13.84000015,1.409999967,0,222,300,4.960000038,39,166,166,29,3050,1.103712797,NEF
9.489999771,1.25,0,258,1005,27.71999931,37,165,166,31,3050,2.211539984,EF
9.18999958,0.99000001,0,-126,334,16.84000015,22,166,167,20,3050,0.646669805,NEF
2.150000095,1.710000038,0,307,0,59.86999893,38,165,166,21,3050,2.412090778,NEF
9.840000153,9.229999542,611,-72,81,1,25,166,167,23,3050,1.044465899,NEF
9.470000267,1.399999976,0,155,1030,25.20000076,33,165,166,30,3050,1.814086318,EF
8.25,7.199999809,217,-85,65,1,20,166,167,19,3050,2.053821325,NEF
9.149999619,7.949999809,335,135,56,1,28,165,166,26,3050,1.328019738,NEF
14.18000031,13.68000031,2837,217,300,3.00999999,39,166,166,28,3050,1.136181831,EF
10.5,9.090000153,587,5,246,1,23,166,167,19,3050,1.433368444,NEF
1.860000014,1.710000038,0,300,0,60.02000046,23,166,166,11,3050,1.501514435,NEF
9.600000381,8.510000229,462,-75,133,1,21,166,167,18,3050,1.167748451,NEF
9.970000267,9.5,0,186,0,25.79999924,33,165,166,20,3050,1.555050492,NEF
10.77000046,8.430000305,449,2,316,1,22,166,167,19,3050,1.250454545,NEF
0.550000012,0,0,242,38,66.25,29,165,166,24,3050,2.165850401,NEF
12.61999989,2.150000095,0,-206,972,9.300000191,30,165,166,26,3050,2.088932037,EF
10.63000011,8.720000267,503,-40,278,1,21,166,167,18,3050,1.445997596,NEF
12.89999962,11.39000034,1442,-44,327,1,23,166,167,19,3050,1.778661489,NEF
14.67000008,13.93999958,2950,-114,298,15.85000038,32,165,166,29,3050,2.144761086,NEF
12.19999981,10.78999996,973,-119,202,1,27,166,167,26,3050,1.489356279,NEF
11,10.56999969,1051,282,58,1,30,166,166,28,3050,1.120064974,NEF
0.959999979,0,0,300,0,73.59999847,22,166,167,11,3050,1.501514435,NEF
0,0,0,-52,0,91.93000031,24,166,167,15,2501,0.934198797,NEF
7.199999809,0.810000002,0,10,1006,27.76000023,22,166,167,18,3050,1.601135969,NEF
4.03000021,3.319999933,0,-134,92,1,33,165,166,24,3050,1.128152132,NEF
9.949999809,9.43999958,634,-358,61,1,30,166,166,29,3050,0.873862863,NEF
8.720000267,8,346,95,49,1,27,165,166,26,3050,1.97253859,NEF
9.979999542,9.720000267,0,-84,0,9.760000229,26,165,166,26,2501,0.603022695,NEF
9.989999771,9.569999695,0,-87,0,20.56999969,20,166,166,12,3050,1.445997596,NEF
1.570000052,0,0,197,110,69.77999878,31,165,166,28,3050,1.341640711,NEF
14.17000008,13.43999958,2983,-161,211,12.05000019,34,165,166,32,3050,1.678744197,NEF
1.710000038,1.590000033,0,300,0,60.02999878,21,166,166,10,3050,1.414213538,NEF
1.179999948,1.049999952,0,316,0,60.02000046,27,165,166,15,3050,1.48935616,NEF
6.369999886,6.159999847,65,171,32,1,29,165,165,26,3050,3.227720737,NEF
11.92000008,9.850000381,775,569,248,1,21,166,167,20,3050,1.250454426,NEF
14.68999958,14.13000011,2994,-68,299,12.77999973,29,165,166,28,3050,1.902151942,NEF
12.53999996,10.64000034,1050,-371,193,1,37,165,166,35,3050,1.328019619,NEF
7.599999905,7.150000095,212,14,44,1,15,166,167,14,3050,2.583162308,NEF
5.429999828,5.190000057,8,-303,50,1,25,165,166,21,3050,3.060005903,NEF
12.18999958,1.340000033,0,607,301,26.97999954,36,165,166,28,3050,1.804035783,NEF
14.18999958,13.88000011,2902,150,198,4.170000076,33,165,166,32,3050,1.963299513,NEF
6.730000019,6.28000021,76,-172,52,1,22,165,166,19,3050,3.23896718,NEF
6.519999981,6.079999924,60,43,52,1,23,166,166,20,3050,3.49545145,NEF
14.05000019,13.53999996,2528,459,204,1,34,165,166,33,3050,2.062654972,NEF
11,10.22999954,932,-45,171,1,24,166,167,20,3050,1.640398979,NEF
1.879999995,0,0,-369,1100,61.72999954,31,165,166,26,3050,1.009050012,NEF
11.46000004,1.220000029,0,151,199,15.75,32,165,166,30,3050,1.737291574,EF
2.039999962,1.779999971,0,316,0,60.04000092,31,165,166,17,3050,1.916436076,NEF
9.329999924,1.289999962,0,-539,1012,33,35,165,166,28,3050,1.990888238,NEF
2,1.50999999,0,316,0,60.04000092,30,165,166,16,3050,1.793929219,NEF
14.10999966,13.59000015,2591,150,200,1,31,165,166,30,3050,1.732050776,EF
14.09000015,13,2126,-212,288,2.920000076,30,166,166,27,3050,1.954016924,EF
7.03000021,6.730000019,140,300,43,1,30,165,166,29,3050,3.384456635,NEF
13.22000027,11.02000046,1038,-40,289,1.149999976,30,166,166,29,3050,1.128152132,NEF
11.10999966,10.09000015,769,179,7,1.00999999,33,165,166,31,3050,1.120064855,NEF
1.889999986,1.710000038,0,300,0,60.02000046,26,165,166,14,3050,1.601135969,NEF
14.18000031,13.27000046,2414,317,209,5.909999847,36,165,166,31,3050,1.721521497,EF
0.50999999,0,0,-121,0,69.04000092,33,165,165,24,3050,1.272077799,NEF
11.77000046,10.06000042,848,619,259,1,30,166,167,25,3050,2.227921963,NEF
10.38000011,9.630000114,693,-148,92,1,28,166,166,26,3050,1.662418842,NEF
10.38000011,8.380000114,435,-60,193,1,26,166,167,24,3050,1.507556677,NEF
4.119999886,0.699999988,0,-80,0,45.72000122,26,166,166,26,2501,0.943879783,NEF
9.170000076,1.149999976,0,221,1008,24.93000031,38,165,166,27,3050,0.831209421,NEF
6.78000021,6.289999962,72,155,40,1,29,166,165,26,3050,3.142089844,NEF
9.069999695,8.569999695,467,-76,59,1,15,166,167,15,3050,2.119176388,NEF
14.18999958,13.5,2888,325,201,7.400000095,37,165,166,32,3050,1.967924595,EF
10.93999958,9.75,705,361,12,1,29,166,166,27,2501,1.044465899,NEF
14.21000004,13.40999985,2717,600,303,20.15999985,37,165,166,26,3050,1.128152132,EF
9.270000458,1.330000043,0,258,1027,29.71999931,35,165,166,32,3050,1.897366524,NEF
9.960000038,9.649999619,0,-61,0,16.14999962,21,166,166,12,3050,1.190874457,NEF
14.18000031,13.28999996,2409,-506,291,9.220000267,36,165,166,30,3050,2.315952539,EF
9.199999809,1.049999952,0,-396,1051,27.11000061,34,165,166,30,3050,1.420627356,EF
13.81000042,11.07999992,1075,-30,298,1,24,166,167,21,3050,1.445997596,NEF
8.970000267,1.409999967,0,151,1000,37.56000137,37,165,166,28,3050,0.52223295,NEF
14.11999989,13.57999992,2599,-26,296,2.109999895,27,166,167,24,3050,1.136181831,NEF
6.510000229,6.230000019,71,235,38,1,28,166,166,25,3050,3.280798197,NEF
4.949999809,4.820000172,0,-241,59,1,21,166,166,9,3050,1.167748332,NEF
9.859999657,1.360000014,0,-120,238,31.02000046,36,165,166,32,3050,1.578261495,EF
1.210000038,0,0,192,110,68.22000122,33,166,166,28,3050,1.035725474,NEF
13.98999977,12.30000019,1801,225,320,1.570000052,39,166,166,32,3050,1.618079662,EF
10.72000027,9.819999695,741,-423,89,1,32,165,166,31,3050,1.128152132,NEF
9.699999809,1.370000005,0,189,1033,33.31000137,35,165,166,28,3050,1.578261375,NEF
9.380000114,1.299999952,0,164,1021,26.65999985,37,165,166,26,3050,0.646669805,EF
13.35999966,12.43999958,1871,677,244,1,28,166,167,24,3050,1.788854361,NEF
13.17000008,1.360000014,0,267,234,11.72999954,40,165,165,33,3050,2.101947069,EF
1.210000038,0,0,192,110,68.22000122,33,166,166,28,3050,1.035725474,NEF
2.049999952,1.440000057,0,324,0,60.04999924,32,166,166,18,3050,1.916436076,NEF
6.210000038,5.920000076,43,345,45,1,26,165,166,24,3050,3.531674862,NEF
8.569999695,7.409999847,252,-28,27,1,26,166,167,24,2501,0.89442718,NEF
14.15999985,13.31000042,2389,314,210,5.860000134,39,165,166,24,3050,1.078719854,EF
1.50999999,1.409999967,0,300,0,60.00999832,24,165,166,12,3050,1.439696908,NEF
9.460000038,1.480000019,0,-163,1002,33.06999969,35,165,166,31,3050,1.56669879,NEF
9.819999695,7.690000057,199,-154,91,1,23,166,166,21,3050,1.29333961,NEF
14.18999958,13.86999989,2120,-562,174,1.279999971,34,165,166,34,3050,1.737291574,NEF
13.98999977,6.190000057,0,264,220,5.320000172,41,165,165,25,3050,1.136181831,NEF
1.730000019,0,0,286,663,64.26999664,32,165,166,26,3050,1.213559866,NEF
9.81000042,1.419999957,0,328,944,32.02999878,37,165,166,29,3050,1.640399098,NEF
12.89999962,1.139999986,0,326,236,18.51000023,38,165,166,31,3050,1.678744197,EF
1.74000001,1.559999943,0,316,0,60.02000046,28,165,166,15,3050,1.612451553,NEF
1.299999952,0,0,289,0,63.40999985,21,166,167,10,3050,1.368476272,NEF
12.97999954,1.350000024,0,-148,210,21.32999992,36,165,166,33,3050,1.868397474,EF
14.06000042,2.900000095,0,333,209,15.81000042,38,165,166,26,3050,1.128152132,EF
9.989999771,9.590000153,0,-92,0,21.37000084,21,166,166,12,3050,1.286291242,NEF
0,0,0,-344,0,91.95999908,25,166,166,15,2501,1.128152132,NEF
8.579999924,7.610000134,196,451,71,1,25,165,166,22,3050,1.439696908,NEF
9.970000267,9.640000343,0,-81,0,18.64999962,21,166,167,12,3050,1.120064974,NEF
10.40999985,8.520000458,462,-152,253,1,24,166,167,21,3050,1.618079662,NEF
14.60000038,13.82999992,2371,642,299,3.069999933,32,165,166,29,3050,1.843908906,NEF
8.569999695,8.140000343,340,638,51,1,28,165,166,27,3050,1.221027851,NEF
3.640000105,3.529999971,0,252,0,1,32,165,166,24,3050,1.009049892,NEF
6.409999847,6.090000153,59,-376,44,1.00999999,26,165,166,25,3033,2.769968748,NEF
11.56999969,10.03999996,790,0,156,1,17,166,167,17,3050,0.674199879,NEF
13.67000008,11.97999954,1659,-78,283,1,28,165,166,26,3050,2.101947069,NEF
7.900000095,7.579999924,282,-290,57,1,23,165,166,21,3050,2.841254473,NEF
10.19999981,9.430000305,635,-76,57,1,33,166,166,31,3050,1.328019738,NEF
2.569999933,1.460000038,0,269,168,62.68000031,37,165,166,30,3050,1.940009356,NEF
8.760000229,7.909999847,257,-16,53,1,16,166,167,15,3050,3.233349085,NEF
14.14999962,13.31999969,2407,-119,210,5.329999924,34,165,166,32,3050,1.858640671,NEF
7.440000057,7.190000057,207,-454,53,1,31,166,166,29,3050,2.049390078,NEF
1.299999952,0.899999976,0,316,0,60.02000046,27,165,166,15,3050,1.601135969,NEF
13.81999969,12.06000042,1693,-187,286,1.049999952,32,165,166,29,3050,2.06705761,EF
9.430000305,1,0,311,1004,26.78000069,34,165,166,27,3050,1.549193382,NEF
14.18999958,13.60000038,2900,322,208,6.559999943,37,165,166,32,3050,1.793929219,NEF
14.18000031,13.78999996,2949,-190,278,6.789999962,30,165,166,26,3050,1.843908906,EF
12.89999962,1.289999962,0,-212,282,9.130000114,29,165,166,27,3050,2.148995638,EF
8.260000229,1.159999967,0,-11,197,20.44000053,24,166,167,19,3050,1.721521616,NEF
0.389999986,0,0,-148,42,69.51999664,30,165,166,25,2836,1.634847641,NEF
14.18999958,13.30000019,2713,-160,210,16.76000023,36,165,166,33,3050,1.572490811,NEF
10.81999969,9.609999657,0,-41,253,1.019999981,21,166,167,19,3050,1.420627356,NEF
9.56000042,1.190000057,0,324,1042,25.60000038,37,165,166,31,3050,1.700267434,EF
1.730000019,0,0,286,663,64.26999664,32,165,166,26,3050,1.213559866,NEF
14.14999962,13,2105,-365,210,1.75,37,165,166,35,3050,1.300349593,NEF
10.75,9.600000381,686,-148,226,1,23,166,167,21,3050,1.420627356,NEF
