AvR,MiR,MiP,AvN,MaRP,AvBA,Sys1inv1,BB,BC,TT,RTUAvS1,Istd,class
9.970000267,1.370000005,0,-162,1074,37.15999985,36,165,166,32,3050,1.48323977,NEF
0.949999988,0,0,-357,0,68.77999878,36,166,166,27,2957,0.89442718,NEF
0,0,0,642,0,91.98999786,28,165,165,20,2501,1.035725474,NEF
2.049999952,0,0,331,0,68.30999756,37,165,166,29,3050,1.348399758,EF
6.309999943,0,0,-877,907,53.81000137,32,165,166,26,3050,1.793929219,EF
9.680000305,1.350000024,0,228,1035,27.37999916,38,165,166,27,3050,0.943879783,NEF
14.17000008,13.76000023,2778,-208,284,1.690000057,30,165,166,27,3050,1.91168654,EF
1.75,1.620000005,0,300,0,60.02000046,25,165,166,13,3050,1.48935616,NEF
7.659999847,7.389999866,243,78,45,1,27,165,166,25,3050,3.012096882,NEF
6.099999905,5.789999962,32,-151,47,1,28,165,165,27,2974,3.258555174,NEF
6.829999924,1.25,0,6,1123,32.00999832,22,166,167,17,3050,1.601135969,NEF
9.979999542,9.520000458,0,-92,0,20.5,20,166,167,12,3050,1.361816883,NEF
8.090000153,7.480000019,236,-36,57,1,21,166,167,20,3050,2.449489832,NEF
0.02,0,0,-123,0,91.95999908,23,166,167,13,2501,1.103712797,NEF
9.979999542,9.550000191,0,-87,0,20.12000084,21,166,166,12,3050,1.401298165,NEF
13.85999966,12.56000042,1907,160,211,1,37,165,166,26,3050,0.943879843,EF
11.10999966,10.09000015,769,179,7,1.00999999,33,165,166,31,3050,1.120064855,NEF
7.320000172,6.400000095,85,-364,48,1,25,165,166,25,3050,2.327698708,NEF
11.73999977,10.25,919,-203,189,1,29,165,166,27,3050,1.640398979,NEF
6.989999771,6.739999771,144,140,40,1,20,165,166,16,3050,3.635681868,NEF
2.200000048,1.789999962,0,316,0,60.04999924,29,166,166,16,3050,1.700267315,NEF
6.110000134,5.590000153,17,-359,52,1,29,165,165,28,2501,2.756809711,NEF
1.070000052,0,0,168,65,68.76999664,26,166,167,19,2501,0.943879783,NEF
11.92000008,4.239999771,0,-121,423,1.679999948,24,166,167,20,3050,1.445997596,NEF
13.96000004,13.22999954,2274,-262,288,1,31,165,166,30,3050,2.427119493,EF
14.19999981,13.47000027,2808,-119,211,12.85000038,35,165,166,33,3050,1.793929219,EF
14.10000038,13.64999962,2660,-213,287,1,29,166,166,26,3050,1.848832607,EF
14.13000011,13.51000023,2505,215,288,2.569999933,39,165,166,34,3050,2.419616699,NEF
14.18999958,13.48999977,3001,-539,286,14.47000027,35,166,166,29,3050,2.049390078,EF
10.60000038,9.220000267,604,-118,111,1,22,166,167,22,3050,1.009049892,NEF
2.329999924,1.970000029,0,292,0,59.54999924,40,165,166,22,3050,2.73030138,NEF
4.119999886,0,0,-27,1071,52.06000137,24,166,167,18,3050,1.809068084,NEF
11.46000004,1.220000029,0,151,199,15.75,32,165,166,30,3050,1.737291574,NEF
0.629999995,0,0,-33,0,80.98999786,21,166,167,17,2501,0.786245346,NEF
9.75,9.430000305,631,120,56,1,29,165,166,29,3050,1.286291361,NEF
14.14000034,13.38000011,2469,-119,209,5.179999828,34,166,166,32,3050,2.062654972,EF
13.56000042,12.68999958,1970,128,210,1,31,165,166,31,3050,1.700267434,NEF
1.539999962,0,0,114,142,69.87000275,34,165,166,29,3042,1.694912076,NEF
14.19999981,13.39000034,2518,266,287,11.30000019,34,165,166,34,3050,2.323790073,NEF
11.47000027,11.22000027,1116,-86,91,1,21,166,167,20,3050,1.103712797,NEF
6.050000191,5.789999962,31,46,43,1,27,166,166,22,3050,3.858874083,NEF
9.920000076,8.720000267,508,476,78,1,19,166,167,18,3050,1.439696908,NEF
13.89000034,12.65999985,1969,-378,210,1.159999967,38,165,166,35,3050,1.272077799,NEF
0,0,0,266,0,91.97000122,27,166,167,22,3046,1.128152132,NEF
9.699999809,1.340000033,0,-534,1008,33.56000137,34,165,166,27,3050,1.752919674,NEF
9.970000267,9.600000381,0,-94,0,22.51000023,20,166,167,12,3050,1.328019857,NEF
9.300000191,8.600000381,470,168,26,1,25,165,166,22,2501,1.868397355,NEF
14.18999958,13.77999973,3002,226,310,7.230000019,39,165,166,27,3050,0.82019949,EF
14.03999996,11.43000031,1393,257,210,4.949999809,35,165,166,33,3050,1.990888238,EF
9.369999886,1.299999952,0,269,1004,29.84000015,39,165,166,26,3050,0.943879783,EF
2.349999905,1.889999986,0,285,0,60,40,165,166,23,3050,2.873072386,NEF
9.149999619,1.299999952,0,322,1017,33.56000137,38,165,166,24,3050,0.809039891,NEF
2.00999999,1.730000019,0,300,0,60.02000046,26,165,166,14,3050,1.507556677,NEF
6.849999905,6.460000038,99,-158,46,1,27,166,166,24,3050,3.266914129,NEF
11.73999977,10.90999985,1191,-33,181,1,27,166,167,25,3050,1.078719735,NEF
7.269999981,6.420000076,54,-474,55,1,31,165,166,29,3050,3.30013752,NEF
13.47999954,12.92000008,1696,-66,204,1,19,166,167,18,3050,1.445997596,NEF
14.09000015,13.28999996,2322,-391,204,1.5,33,165,166,31,3050,1.300349593,EF
9.180000305,7.28000021,230,-44,131,1,19,166,167,18,3050,1.035725594,NEF
9.989999771,9.520000458,0,-86,0,19.60000038,21,166,166,12,3050,1.20604527,NEF
13.85000038,11.59000015,1221,-56,299,1.029999971,26,166,167,25,3050,1.328019857,NEF
11.19999981,10.27999973,819,190,4,1,32,166,166,30,3050,1.009049892,NEF
9.510000229,1.190000057,0,328,966,29.34000015,37,165,166,31,3050,1.804035783,EF
14.18000031,13.18999958,2925,-146,210,15.72000027,36,165,166,33,3050,1.868397474,NEF
10.81000042,8.239999771,403,-143,299,1,23,166,167,21,3050,1.120064974,NEF
1.639999986,1.480000019,0,295,0,60.02999878,21,166,166,10,3050,1.328019738,NEF
10.86999989,10.06000042,862,-2,193,1,23,166,167,19,3050,1.433368444,NEF
9.479999542,8.270000458,411,-110,90,1,22,166,167,21,3050,1.190874338,NEF
11.63000011,9.770000458,757,7,173,1,18,166,167,16,3050,1.044465899,NEF
0,0,0,-6,0,91.90000153,24,166,167,14,2501,1.078719854,NEF
12.97999954,1.350000024,0,-148,210,21.32999992,36,165,166,33,3050,1.868397474,NEF
9.329999924,1.99000001,0,243,0,23.97999954,21,166,166,23,3050,0.924416244,NEF
4.150000095,0,0,-360,971,50.04999924,34,165,166,29,3033,1.026910663,NEF
7.550000191,6.960000038,170,164,33,1,29,165,165,27,3050,2.621588707,NEF
13.47999954,11,1256,-36,280,1.74000001,25,166,167,22,3050,1.368476272,NEF
14.68999958,13.97999954,2969,-51,299,15.48999977,30,166,166,27,3050,1.689539909,NEF
7.309999943,0.670000017,0,-359,929,3.269999981,18,166,167,11,3050,3.400534391,NEF
9.680000305,1.350000024,0,228,1035,27.37999916,38,165,166,27,3050,0.943879783,EF
13.18999958,10.26000023,909,-377,210,1.210000038,38,165,166,35,3050,1.368476272,NEF
1.820000052,1.649999976,0,300,0,60.02000046,22,166,166,11,3050,1.445997596,NEF
14.56999969,12.02999973,1403,-73,297,8.210000038,29,165,166,26,3050,1.91168654,NEF
14.67000008,14.05000019,2757,640,287,8.600000381,34,165,166,33,3050,2.182575464,NEF
2.00999999,1.679999948,0,316,0,60.02000046,28,165,166,15,3050,1.572490811,NEF
9.380000114,8.569999695,460,35,61,1,24,165,166,22,3050,1.967924595,NEF
14.09000015,13.23999977,2288,349,211,3.690000057,38,165,166,25,3050,1.136181831,EF
13.98999977,12.30000019,1801,225,320,1.570000052,39,166,166,32,3050,1.618079662,NEF
14.18999958,13.78999996,2907,216,287,2.670000076,39,165,166,34,3050,2.423371077,EF
0,0,0,633,0,60.02000046,33,165,165,22,3050,1.300349593,NEF
11.35999966,1.379999995,0,-208,288,16.98999977,31,165,166,27,3050,1.868397355,EF
10.09000015,8.319999695,404,-412,61,1,32,165,165,32,3050,0.934198678,NEF
1.679999948,1.529999971,0,300,0,60.02999878,22,166,166,10,3050,1.368476272,NEF
6.519999981,6.170000076,68,185,40,1,14,165,166,10,3050,2.898275375,NEF
5.510000229,1.080000043,0,-48,1074,35.20000076,23,166,167,18,3050,1.640398979,NEF
13.88000011,11.43999958,1400,-484,209,4.71999979,34,165,166,33,3050,1.572490811,EF
1.659999967,1.210000038,0,-42,0,60.04999924,20,166,167,15,3050,1.91168654,NEF
1.570000052,1.470000029,0,300,0,60.02000046,24,165,166,12,3050,1.433368564,NEF
13.13000011,11,1204,231,288,1,35,165,166,31,3050,2.190890312,NEF
9.329999924,7.119999886,168,-360,60,1,28,165,166,27,3050,1.420627236,NEF
14.14000034,12.96000004,2118,568,298,6.809999943,37,165,166,32,3050,2.165850639,NEF
7.139999866,6.980000019,174,-2,43,1,30,165,166,29,3050,3.435112953,NEF
11.11999989,9.75,715,-397,101,1,34,165,166,32,3050,1.341640711,NEF
10.01000023,1.309999943,0,-214,286,21.03000069,31,166,166,28,3050,1.793929219,EF
11.07999992,10.80000019,952,275,4,1,31,165,166,29,3050,1.439697027,NEF
7.130000114,1.450000048,0,-139,1081,23.20000076,29,166,166,27,3050,1.401298165,NEF
1.75999999,1.590000033,0,300,0,60.02999878,21,166,166,10,3050,1.414213538,NEF
9.039999962,8.609999657,463,-445,78,1,27,166,167,24,3050,1.537412286,NEF
13.89000034,13.22000027,2262,-351,280,1.029999971,29,165,166,24,3050,1.537412286,EF
9.659999847,1.25999999,0,-880,1023,33.02999878,34,166,166,27,3050,1.848832726,EF
13.77999973,12,1663,265,214,1.370000005,39,165,166,25,3050,1.009049892,NEF
6.690000057,1.059999943,0,-509,1016,41.86000061,34,165,166,28,3050,1.858640671,NEF
6.909999847,6.400000095,92,92,48,1,19,165,166,16,3050,3.311138153,NEF
10.32999992,1.370000005,0,-212,287,21.95999908,31,166,166,29,3050,2.013590097,EF
8.81000042,1.289999962,0,-352,1007,29.73999977,29,165,166,24,3050,1.618079662,EF
7.28000021,6.579999924,121,719,44,1,26,166,167,26,3050,3.042128563,NEF
5.050000191,4.869999886,0,-151,35,1,31,165,165,18,2501,1.694912076,NEF
12.47000027,10.85999966,1143,253,197,1,34,165,166,30,3050,2.343268871,NEF
7.460000038,6.820000172,152,-4,43,1,32,165,166,32,3050,2.821991444,NEF
9.449999809,1.379999995,0,218,1023,26.95999908,38,165,166,33,3050,1.834021807,EF
13.02000046,1.200000048,0,-209,276,7.610000134,30,165,166,27,3050,1.940009475,EF
14.18999958,13.84000015,2998,-216,286,4.820000172,29,166,166,27,3050,2.018099785,EF
9.420000076,1.309999943,0,-211,949,25.70999908,30,165,166,26,3050,1.86352551,EF
14.18999958,13.78999996,2907,216,287,2.670000076,39,165,166,34,3050,2.423371077,NEF
9.199999809,1.049999952,0,-396,1051,27.11000061,34,165,166,30,3050,1.420627356,NEF
0.550000012,0,0,242,38,66.25,29,165,166,24,3050,2.165850401,NEF
14.68999958,14.28999996,2486,143,2,9.199999809,31,165,166,31,2501,1.489356279,NEF
10.94999981,9.829999924,721,375,10,1,27,166,166,25,2501,0.981649816,NEF
9.979999542,9.670000076,0,-66,0,16.20999908,21,166,166,12,3050,1.537412286,NEF
7.260000229,6.840000153,134,-108,49,1,24,165,166,22,3050,2.766685009,NEF
10,9.31000042,588,273,67,1,30,165,166,29,3050,1.120064855,NEF
8.010000229,7.769999981,322,-77,49,1,19,166,167,18,3050,2.377928972,NEF
6.449999809,5.840000153,34,113,56,1,23,166,165,22,3050,2.873072624,NEF
9.430000305,1,0,311,1004,26.78000069,34,165,166,27,3050,1.549193382,EF
14.15999985,13.60000038,2740,265,216,5.019999981,40,166,166,25,3050,1.136181831,NEF
9.470000267,1.25999999,0,-209,908,27.44000053,30,166,166,26,3050,1.916436076,EF
10.22000027,9.260000229,597,250,79,1,32,165,166,30,3050,1.788854361,NEF
7.449999809,6.909999847,165,85,54,1,24,165,166,23,3050,2.621588707,NEF
9.5,8.5,469,-82,81,1,21,166,167,20,3050,1.009049892,NEF
13.93999958,13.05000019,2151,-199,287,1,33,165,166,30,3050,2.053821325,EF
14.18000031,13.46000004,2841,-104,288,7.800000191,35,165,166,34,3050,1.963299513,NEF
2.460000038,0,0,-413,1103,56.56999969,33,165,166,27,3050,1.272077799,NEF
4.889999866,4.860000134,0,-286,32,1,28,165,166,20,3050,1.348399758,NEF
9.850000381,8.390000343,444,-43,133,1,22,166,167,20,3050,1.120064974,NEF
14.14000034,13.36999989,2398,217,289,3.059999943,39,165,166,34,3050,2.46429038,EF
12.27999973,10.77000046,1163,-19,273,1,25,166,167,22,3050,1.694912076,NEF
13.96000004,12.57999992,1929,224,287,3.670000076,32,165,166,30,3050,1.834021926,NEF
8.039999962,2.970000029,0,186,0,36.93000031,31,166,166,21,3050,1.009049892,NEF
6.46999979,1.289999962,0,-44,305,35.74000168,23,166,167,17,3050,1.578261375,NEF
7.650000095,7.360000134,240,298,32,1,28,165,166,25,3050,2.838053226,NEF
1.419999957,1.309999943,0,300,0,60.02000046,24,165,166,12,3050,1.48935616,NEF
9.640000343,1.080000043,0,317,1064,29.5,37,165,166,23,3050,0.82019949,NEF
1.570000052,0,0,197,110,69.77999878,31,165,166,28,3050,1.341640711,NEF
11.86999989,10.44999981,975,111,156,1,32,166,166,32,3050,1.662418723,NEF
11.02000046,1.289999962,0,585,315,29.45000076,37,165,166,30,3050,1.29333961,EF
2.450000048,2.099999905,0,292,0,59.59000015,40,165,166,22,3050,2.841254473,NEF
9.880000114,1.330000043,0,-118,936,31.12000084,36,165,166,29,3050,1.035725474,EF
2.529999971,2.029999971,0,285,0,60.04999924,40,166,166,24,3050,2.572582722,NEF
14.18000031,13.69999981,2734,-214,289,5.920000076,32,166,166,30,3050,1.91168654,EF
10.27000046,8.890000343,530,-457,165,1,34,166,166,24,3050,0.904534042,NEF
2.769999981,0,0,251,973,56.56999969,34,165,166,29,3050,1.250454545,NEF
11.27999973,9.170000076,580,-365,155,1,33,165,166,31,3050,1.190874338,NEF
10.11999989,9.819999695,753,-82,57,1,26,166,166,24,3050,1.513574958,NEF
14.02000046,13.11999989,2208,-215,290,2.299999952,32,166,166,29,3050,1.916435957,NEF
10.27999973,9.050000191,530,265,58,1,28,166,167,25,3050,1.375103235,NEF
9.989999771,9.800000191,0,-86,0,7.239999771,26,166,166,26,2501,0.820199549,NEF
9.229999542,1.49000001,0,578,298,38.31000137,38,165,166,32,3050,2.227921963,EF
9.470000267,1.379999995,0,227,1035,26.69000053,38,165,166,28,3050,0.646669805,EF
12.56000042,11.14000034,1285,-80,215,1,26,166,166,25,3050,1.272077799,NEF
14.56999969,13.47999954,2088,-72,299,4.170000076,33,165,166,31,3050,1.601135969,NEF
14.18999958,13.48999977,3001,-539,286,14.47000027,35,166,166,29,3050,2.049390078,NEF
1.769999981,1.350000024,0,316,0,60.02000046,28,165,166,15,3050,1.700267315,NEF
10.94999981,9.619999886,681,145,91,1,30,165,166,30,3050,1.537412286,NEF
14.14000034,13.38000011,2469,-119,209,5.179999828,34,166,166,32,3050,2.062654972,NEF
1.220000029,0,0,-357,110,66.62000275,32,166,166,28,3050,0.873862982,NEF
7.03000021,6.860000134,161,352,31,1,23,165,166,21,2501,3.435112953,NEF
0,0,0,346,0,91.93000031,-14,165,166,20,3050,22.72123528,NEF
8.130000114,7.860000134,330,536,57,1,28,166,166,25,3050,2.879393816,NEF
10.72000027,9.020000458,546,-373,90,1,32,165,166,31,3050,1.078719854,NEF
14.18000031,13.35000038,2963,585,327,14.84000015,38,165,166,33,3050,2.256304502,EF
14.14000034,13.36999989,2398,217,289,3.059999943,39,165,166,34,3050,2.46429038,NEF
0,0,0,445,0,91.95999908,19,166,167,10,3050,1.361816883,NEF
14.03999996,11.43000031,1393,257,210,4.949999809,35,165,166,33,3050,1.990888238,NEF
11.71000004,11.27999973,1365,-75,150,1,24,166,167,23,3050,1.513574958,NEF
14.18999958,13.42000008,2983,326,209,16.35000038,37,165,166,31,3050,1.747725725,EF
9.869999886,1.49000001,0,-148,887,33.77000046,36,165,166,32,3050,1.501514316,EF
7.340000153,6.579999924,121,-394,56,1,27,166,166,25,3050,1.420627236,NEF
14.17000008,13.10000038,2592,262,216,8.779999733,41,165,165,25,3050,1.136181831,EF
14.18000031,13.71000004,3009,329,210,9.390000343,37,165,166,32,3050,1.804035783,EF
9.930000305,8.159999847,387,-153,178,1,23,166,167,21,3050,1.470930457,NEF
13.14999962,11.73999977,1552,-218,275,1,31,165,166,29,3050,1.916436076,EF
9.970000267,9.539999962,0,239,0,22.31999969,20,166,167,24,3050,0.809039831,NEF
9.979999542,9.789999962,0,-90,0,5.920000076,26,166,166,26,2501,0.873862863,NEF
14.18000031,13.5,2750,316,209,6.989999771,35,165,166,28,3050,1.804035783,EF
14.68999958,14.22999954,2456,-91,209,5.269999981,24,166,166,26,3050,1.63484776,NEF
13.01000023,11.67000008,1541,-43,400,1,25,166,167,20,3050,1.834021926,NEF
14.18999958,13.47999954,2989,334,209,12.30000019,35,165,166,28,3050,1.167748451,NEF
14.53999996,13.68000031,2216,-82,242,2.319999933,27,166,166,29,3050,1.868397355,NEF
14.14999962,10.68000031,1,-150,210,13.52000046,36,165,166,34,3050,1.747725725,NEF
0,0,0,197,0,60.04999924,34,166,165,22,3050,1.026910663,NEF
12.10000038,1.289999962,0,266,220,14.72999954,39,165,166,25,3050,1.009049892,EF
11.14999962,8.350000381,428,649,127,1,23,166,166,22,3050,0.687551737,NEF
13.90999985,12.82999992,2083,570,289,2.50999999,38,165,166,34,3050,2.165850639,NEF
1.909999967,1.529999971,0,330,0,60.04999924,32,165,166,18,3050,2.101947069,NEF
13.97000027,13.13000011,1812,190,7,1,34,166,166,32,3050,1.721521497,NEF
1.580000043,1.139999986,0,-42,0,60.04999924,21,166,167,16,3050,1.793929219,NEF
12.64000034,9.729999542,722,-76,198,1,25,166,167,23,3050,1.513574958,NEF
9.229999542,1.49000001,0,578,298,38.31000137,38,165,166,32,3050,2.227921963,NEF
5.829999924,5.409999847,6,-305,41,1,24,165,166,21,3050,2.723633528,NEF
4.940000057,0,0,-371,302,60.54000092,27,166,167,22,3050,1.401298165,NEF
10.72999954,10.55000019,1063,-76,156,1,20,166,167,17,3050,1.328019738,NEF
1.269999981,0,0,182,110,68.62999725,35,166,166,29,3050,1.035725474,NEF
9.159999847,1.230000019,0,584,1022,24.85000038,40,165,166,28,3050,0.82019949,EF
14.19999981,13.63000011,3009,149,209,14.93000031,37,165,166,27,3050,0.674199879,EF
12.43999958,11.78999996,1570,96,136,1,32,166,166,32,3050,2.195035696,NEF
14.18999958,13.69999981,2305,-362,221,4.360000134,23,166,167,22,3050,1.721521616,NEF
1.960000038,1.730000019,0,300,0,60.02000046,26,165,166,14,3050,1.48935616,NEF
8.960000038,7.480000019,158,-151,93,1,21,166,167,20,3050,0.873862863,NEF
7.800000191,6.980000019,162,-442,55,1,30,165,166,30,3050,2.427119493,NEF
9.100000381,7.650000095,205,-128,57,1,30,165,165,29,3050,1.190874338,NEF
14.06000042,13.55000019,2547,-351,287,1,30,165,166,25,3050,1.86352551,EF
1.960000038,1.649999976,0,307,0,60.04999924,35,166,166,19,3050,2.227921963,NEF
9.800000191,1.24000001,0,332,1048,31.93000031,37,165,166,31,3050,1.86352551,EF
1.570000052,0,0,276,110,66.69999695,35,165,166,29,3050,1.361817002,NEF
9.350000381,1.25999999,0,264,1074,27.90999985,40,165,166,26,3050,0.873862982,EF
8.229999542,1.210000038,0,200,1014,39.90999985,39,165,166,29,3050,0.700649083,NEF
5.739999771,5.329999924,7,180,43,1,27,165,165,23,3050,2.339385986,NEF
14.17000008,13.72999954,2742,149,200,1.779999971,32,166,166,32,3050,1.732050776,NEF
9.960000038,9.550000191,0,-90,0,20.31999969,21,166,167,12,3050,0.904533982,NEF
5.550000191,5.360000134,6,46,61,1,32,165,165,22,3050,1.348399758,NEF
14.18000031,13.5,2750,316,209,6.989999771,35,165,166,28,3050,1.804035783,NEF
11.63000011,10.63000011,1048,114,106,1,31,166,166,32,3050,1.809067965,NEF
1.25999999,0,0,307,0,71.02999878,37,165,166,20,3050,2.412090778,NEF
12.96000004,11.60000038,1498,-222,259,1,25,165,166,23,3050,1.814086199,NEF
1.809999943,1.590000033,0,300,0,60.02000046,23,166,166,11,3050,1.501514435,NEF
10.38000011,1.429999948,0,-782,289,21.04999924,31,166,166,24,3050,2.165850639,EF
14.18000031,13.43000031,2982,-160,210,16.37000084,35,165,166,33,3050,1.618079662,NEF
13.56000042,10.73999977,1089,271,210,1.419999957,37,165,165,36,3050,1.97253871,NEF
11.56000042,10.59000015,1033,93,100,1,35,166,166,35,3050,2.15743947,NEF
7.079999924,1.049999952,0,1,1031,25.73999977,23,166,167,18,3050,1.348399758,NEF
14.68000031,14.18999958,2269,377,-1,12.06999969,31,165,166,29,2501,1.513574958,NEF
0.239999995,0,0,-125,0,60.02999878,33,165,166,22,3050,1.640399098,NEF
9.159999847,1.25,0,-181,1017,25.38999939,32,165,166,28,3050,1.752919555,EF
0,0,0,487,0,91.94000244,18,166,167,9,3050,1.439696789,NEF
9.979999542,9.470000267,0,238,0,21.29999924,21,166,166,25,3050,0.750757158,NEF
13.90999985,13.15999985,2216,216,301,1.129999995,39,166,166,26,3050,1.009049892,NEF
12.05000019,10.02000046,831,-150,317,1,24,166,167,21,3050,1.537412286,NEF
1.840000033,1.649999976,0,316,0,60.00999832,29,165,166,16,3050,1.689540029,NEF
5.53000021,5.130000114,3,92,42,1,16,166,167,8,3050,2.114882231,NEF
1.690000057,1.570000052,0,300,0,60.02000046,25,165,166,13,3050,1.601135969,NEF
2.74000001,0,0,-46,0,63.70000076,21,166,167,13,3050,1.221027851,NEF
0.01,0,0,-58,0,91.94000244,20,166,167,12,3050,2.252271414,NEF
7.96999979,7.019999981,180,255,47,1,27,165,166,27,3050,2.062654972,NEF
5.400000095,1.139999986,0,-42,896,40.91999817,23,166,167,18,3050,1.618079662,NEF
2.049999952,1.659999967,0,316,0,60.04000092,31,165,166,17,3050,1.793929219,NEF
9.569999695,1.080000043,0,355,993,28.44000053,38,165,166,26,3050,1.136181831,NEF
10.68999958,9.619999886,672,268,80,1,32,165,166,32,3050,1.206045389,NEF
0.600000024,0,0,-133,87,59.18999863,33,165,166,24,3050,1.128152132,NEF
1.600000024,1.25,0,316,0,59.99000168,29,165,166,15,3050,1.793929219,NEF
10.10000038,9.619999886,680,-420,57,1,32,166,166,31,3050,1.128152132,NEF
4.360000134,3.450000048,0,-162,81,1,21,165,166,12,3050,1.29333961,NEF
7,5.940000057,45,206,49,1,27,165,166,25,3050,2.786330223,NEF
1.50999999,1.360000014,0,300,0,60.02000046,24,165,166,13,3050,1.470930576,NEF
14.64999962,13.52000046,2108,184,11,1,34,165,166,33,2501,1.578261495,NEF
8.479999542,8.069999695,365,-413,49,1,28,166,166,26,3050,1.97253859,NEF
9.369999886,1.299999952,0,269,1004,29.84000015,39,165,166,26,3050,0.943879783,NEF
10.23999977,1.610000014,0,-128,941,10.65999985,22,166,167,19,3050,1.044465899,NEF
6.380000114,6.070000172,59,524,42,1,18,166,167,13,3050,3.8019135,NEF
10.02999973,1.289999962,0,-205,1010,22.34000015,30,165,166,27,3050,1.86352551,EF
14.18000031,13.65999985,2722,-102,289,5.300000191,34,166,166,33,3050,1.97253871,NEF
9.979999542,9.470000267,0,239,0,22.82999992,19,166,167,21,3050,0.539359927,NEF
14.14999962,13.36999989,2399,-215,287,2.859999895,33,166,166,30,3050,1.972538948,EF
14.15999985,13.31000042,2389,314,210,5.860000134,39,165,166,24,3050,1.078719854,NEF
9.789999962,8.579999924,461,258,61,1,34,165,166,34,3050,1.128152132,NEF
14.18000031,13.18999958,2925,-146,210,15.72000027,36,165,166,33,3050,1.868397474,EF
8.140000343,1.059999943,0,9,1005,25.92000008,22,166,167,18,3050,1.537412286,NEF
8.229999542,1.210000038,0,200,1014,39.90999985,39,165,166,29,3050,0.700649083,EF
1.470000029,1.370000005,0,290,0,60.02999878,21,166,166,10,3050,1.48935616,NEF
7.949999809,7.380000114,234,-446,54,1,26,166,167,23,3050,1.439696908,NEF
5.849999905,5.670000076,25,-126,42,1,21,166,167,18,3050,2.58667922,NEF
14.14999962,13,2105,-365,210,1.75,37,165,166,35,3050,1.300349593,EF
14.17000008,13.55000019,2697,256,210,7.159999847,38,165,166,32,3050,2.385562658,NEF
1.610000014,1.539999962,0,290,0,60.02999878,21,166,167,10,3050,1.368476272,NEF
11.34000015,10.42000008,841,116,9,1,31,165,166,29,3050,1.361816883,NEF
12.02999973,11.53999996,1477,283,101,1,30,166,167,27,3050,1.439696908,NEF
7.079999924,6.739999771,141,359,29,1,30,165,166,28,3050,2.358736277,NEF
14.15999985,13.36999989,2587,228,299,4.920000076,38,165,166,27,3050,0.934198678,NEF
11.59000015,9.369999886,630,-72,166,1,28,166,166,27,3050,1.537412286,NEF
